Symbol,Name,Industry,IndustryCode
ORCC,Owl Rock Capital Corp,투자은행 및 서비스,551020
AUY,Yamana Gold Inc,메탈&마이닝,512010
ASR,Grupo Aeroportuario del Sureste SAB de CV ADR,운송 인프라,524070
DEI,Douglas Emmett Inc,주택 및 상업용 리츠,601020
XEC,Cimarex Energy Co,오일 및 가스,501020
KMPR,Kemper Corp,보험,553010
AMG,Affiliated Managers Group Inc,투자은행 및 서비스,551020
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,주택 및 상업용 리츠,601020
STZ.B,Constellation Brands Inc Class B,음료,541010
FLS,Flowserve Corp,"건설장비 및 대형차, 기차, 배",521020
CUZ,Cousins Properties Inc,주택 및 상업용 리츠,601020
BRX,Brixmor Property Group Inc,주택 및 상업용 리츠,601020
KWR,Quaker Chemical Corp,화학,511010
TKC,Turkcell Iletisim Hizmetleri AS ADR,통신 서비스,574010
DCP,DCP Midstream LP Unit,오일 및 가스 장비 및 서비스,501030
UGP,Ultrapar Participacoes SA ADR,오일 및 가스,501020
TV,Grupo Televisa SAB ADR,미디어 및 출판,533020
THC,Tenet Healthcare Corp,헬스케어 업체 및 서비스,561020
HLI,Houlihan Lokey Inc Class A,투자은행 및 서비스,551020
EQT,EQT Corp,오일 및 가스,501020
FL,Foot Locker Inc,전문품 상점,534030
TFII,TFI International Inc,화물 및 물류 서비스,524050
VVNT,Vivint Smart Home Inc Class A,커뮤니케이션 및 네트워킹,571020
CW,Curtiss-Wright Corp,우주항공 및 국방,521010
X,United States Steel Corp,메탈&마이닝,512010
NOVA,Sunnova Energy International Inc,재생에너지,502010
STAG,STAG Industrial Inc,주택 및 상업용 리츠,601020
NEWR,New Relic Inc,소프트웨어 및 IT서비스,572010
ASGN,ASGN Inc,소프트웨어 및 IT서비스,572010
RSI,Rush Street Interactive Inc Class A,호텔 및 엔터테인먼트,533010
SWI,SolarWinds Corp,소프트웨어 및 IT서비스,572010
CR,Crane Co,"건설장비 및 대형차, 기차, 배",521020
SHAK,Shake Shack Inc Class A,호텔 및 엔터테인먼트,533010
GPK,Graphic Packaging Holding Co,용기 및 포장,513020
CCIV.U,Churchill Capital IV Corp,기타 금융업,556010
HFC,HollyFrontier Corp,오일 및 가스,501020
WK,Workiva Inc Class A,소프트웨어 및 IT서비스,572010
WBS,Webster Financial Corp,은행,551010
CFX,Colfax Corp,"건설장비 및 대형차, 기차, 배",521020
ESI,Element Solutions Inc,화학,511010
FLO,Flowers Foods Inc,식품 및 담배,541020
PRLB,Proto Labs Inc,"건설장비 및 대형차, 기차, 배",521020
MMS,Maximus Inc,전문 및 상업 서비스,522030
EXP,Eagle Materials Inc,건축 자재,512020
ALSN,Allison Transmission Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
AA,Alcoa Corp,메탈&마이닝,512010
MSM,MSC Industrial Direct Co Inc Class A,"건설장비 및 대형차, 기차, 배",521020
OVV,Ovintiv Inc,오일 및 가스,501020
NEU,NewMarket Corp,화학,511010
RLI,Rli Corp,보험,553010
HHC,Howard Hughes Corp,부동산 운영 관리,601010
MTG,MGIC Investment Corp,보험,553010
SHLX,Shell Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
XRX,Xerox Holdings Corp,사무기기,571050
ENV,Envestnet Inc,소프트웨어 및 IT서비스,572010
KBR,KBR Inc,소프트웨어 및 IT서비스,572010
CLH,Clean Harbors Inc,전문 및 상업 서비스,522030
CLDR,Cloudera Inc,전문 및 상업 서비스,522030
IDA,Idacorp Inc,전기 유틸리티,591010
NOMD,Nomad Foods Ltd,식품 및 담배,541020
SLG,SL Green Realty Corp,주택 및 상업용 리츠,601020
CZZ,Cosan Ltd Class A,오일 및 가스,501020
CIB,Bancolombia SA ADR,은행,551010
CCIV,Churchill Capital IV Corp Class A,기타 금융업,556010
CC,Chemours Co,화학,511010
THG,Hanover Insurance Group Inc,보험,553010
NCR,NCR Corp,소프트웨어 및 IT서비스,572010
BAC PR L,Bank of America Corp Convertible Preference Shares Series L,은행,551010
VMI,Valmont Industries Inc,건설 및 엔지니어링,522010
SNX,SYNNEX Corp,"컴퓨터, 전화 및 가전제품",571060
VVV,Valvoline Inc,화학,511010
WTS,Watts Water Technologies Inc Class A,"건설장비 및 대형차, 기차, 배",521020
SSD,Simpson Manufacturing Co Inc,주택건설,532030
NAV,Navistar International Corp,"건설장비 및 대형차, 기차, 배",521020
FSR,Fisker Inc Class A,기타 금융업,556010
AXS,AXIS Capital Holdings Ltd,보험,553010
WCC,Wesco International Inc,"건설장비 및 대형차, 기차, 배",521020
CRI,Carter's Inc,전문품 상점,534030
ARD,Ardagh Group SA Class A,용기 및 포장,513020
DAVA,Endava PLC ADR,소프트웨어 및 IT서비스,572010
M,Macy's Inc,다양한 소매업,534020
OLN,Olin Corp,화학,511010
CWEN,Clearway Energy Inc Class C,전기 유틸리티,591010
AYI,Acuity Brands Inc,주택건설,532030
SPR,Spirit AeroSystems Holdings Inc Class A,우주항공 및 국방,521010
MSP,Datto Holding Corp,소프트웨어 및 IT서비스,572010
PK,Park Hotels & Resorts Inc,주택 및 상업용 리츠,601020
RYN,Rayonier Inc,주택 및 상업용 리츠,601020
MSGS,Madison Square Garden Sports Corp Class A,미디어 및 출판,533020
APAM,Artisan Partners Asset Management Inc Class A,투자은행 및 서비스,551020
RDN,Radian Group Inc,보험,553010
IIPR,Innovative Industrial Properties Inc,주택 및 상업용 리츠,601020
LPX,Louisiana-Pacific Corp,종이 및 임산물,513010
JBGS,JBG SMITH Properties,주택 및 상업용 리츠,601020
NVT,nVent Electric PLC,"건설장비 및 대형차, 기차, 배",521020
PRSP,Perspecta Inc,소프트웨어 및 IT서비스,572010
NEA,Nuveen Amt-Free Quality Municipal Income Fund,다양한 금융서비스,555010
HIW,Highwoods Properties Inc,주택 및 상업용 리츠,601020
PFSI,PennyMac Financial Services Inc,은행,551010
PNM,PNM Resources Inc,전기 유틸리티,591010
UNF,UniFirst Corp,전문 및 상업 서비스,522030
HXL,Hexcel Corp,우주항공 및 국방,521010
JBT,John Bean Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
GTES,Gates Industrial Corporation PLC,"건설장비 및 대형차, 기차, 배",521020
UAA,Under Armour Inc Class A,섬유 및 의류,532020
SRC,Spirit Realty Capital Inc,주택 및 상업용 리츠,601020
STL,Sterling Bancorp,은행,551010
WYND,Wyndham Destinations Inc,호텔 및 엔터테인먼트,533010
FCN,FTI Consulting Inc,전문 및 상업 서비스,522030
AM,Antero Midstream Corp,오일 및 가스 장비 및 서비스,501030
HR,Healthcare Realty Trust Inc,주택 및 상업용 리츠,601020
AVNT,Avient Corp,화학,511010
IFS,Intercorp Financial Services Inc,은행,551010
AWI,Armstrong World Industries Inc,주택건설,532030
SNDR,Schneider National Inc Class B,화물 및 물류 서비스,524050
AJRD,Aerojet Rocketdyne Holdings Inc,우주항공 및 국방,521010
WWE,World Wrestling Entertainment Inc Class A,미디어 및 출판,533020
SWCH,Switch Inc Class A,"컴퓨터, 전화 및 가전제품",571060
NFG,National Fuel Gas Co,천연가스 유틸리티,591020
NRZ,New Residential Investment Corp,주택 및 상업용 리츠,601020
DDD,3D Systems Corp,"컴퓨터, 전화 및 가전제품",571060
CBD,Companhia Brasileira de Distribuicao ADR,식품 및 약품소매,543010
BXMT,Blackstone Mortgage Trust Inc Class A,주택 및 상업용 리츠,601020
PRG,PROG Holdings Inc,전문품 상점,534030
SAFE,Safehold Inc,주택 및 상업용 리츠,601020
SEM,Select Medical Holdings Corp,헬스케어 업체 및 서비스,561020
ADC,Agree Realty Corp,주택 및 상업용 리츠,601020
PSN,Parsons Corp,소프트웨어 및 IT서비스,572010
CNNE,Cannae Holdings Inc,호텔 및 엔터테인먼트,533010
CIT,CIT Group Inc,은행,551010
EGHT,8x8 Inc,커뮤니케이션 및 네트워킹,571020
STN,Stantec Inc,건설 및 엔지니어링,522010
GKOS,Glaukos Corp,헬스케어 장비 및 용품,561010
GRA,W R Grace & Co,화학,511010
QTS,QTS Realty Trust Inc Class A,주택 및 상업용 리츠,601020
ENS,EnerSys,"건설장비 및 대형차, 기차, 배",521020
AEO,American Eagle Outfitters Inc,전문품 상점,534030
PD,PagerDuty Inc,소프트웨어 및 IT서비스,572010
HPP,Hudson Pacific Properties Inc,주택 및 상업용 리츠,601020
BKH,Black Hills Corp,복합 유틸리티,591040
RHP,Ryman Hospitality Properties Inc,주택 및 상업용 리츠,601020
POR,Portland General Electric Co,전기 유틸리티,591010
JMIA,Jumia Technologies AG ADR,소프트웨어 및 IT서비스,572010
OGS,ONE Gas Inc,천연가스 유틸리티,591020
TRNO,Terreno Realty Corp,주택 및 상업용 리츠,601020
ETRN,Equitrans Midstream Corp,오일 및 가스 장비 및 서비스,501030
GOOS,Canada Goose Holdings Inc,섬유 및 의류,532020
IGT,International Game Technology PLC,호텔 및 엔터테인먼트,533010
ADS,Alliance Data Systems Corp,전문 및 상업 서비스,522030
UA,Under Armour Inc Class C,섬유 및 의류,532020
LCII,LCI Industries,레저 상품,532050
R,Ryder System Inc,화물 및 물류 서비스,524050
SLQT,SelectQuote Inc,보험,553010
DOC,Physicians Realty Trust,주택 및 상업용 리츠,601020
BKU,BankUnited Inc,은행,551010
BCO,Brinks Co,전문 및 상업 서비스,522030
FNB,F.N.B. Corp,은행,551010
HE,Hawaiian Electric Industries Inc,전기 유틸리티,591010
PSB,PS Business Parks Inc,주택 및 상업용 리츠,601020
CBU,Community Bank System Inc,은행,551010
REZI,Resideo Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
NJR,New Jersey Resources Corp,천연가스 유틸리티,591020
BSMX,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand,은행,551010
UNVR,Univar Solutions Inc,화학,511010
AQUA,Evoqua Water Technologies Corp,전문 및 상업 서비스,522030
MFG,Mizuho Financial Group Inc ADR,은행,551010
ALE,ALLETE Inc,전기 유틸리티,591010
CNS,Cohen & Steers Inc,투자은행 및 서비스,551020
NVG,Nuveen AMT-Free Municipal Credit Income Fund,다양한 금융서비스,555010
MUSA,Murphy Usa Inc,오일 및 가스,501020
MC,Moelis & Co Class A,투자은행 및 서비스,551020
KEX,Kirby Corp,화물 및 물류 서비스,524050
CPA,Copa Holdings SA Class A,운송업,524060
TRTN,Triton International Ltd,전문 및 상업 서비스,522030
SPB,Spectrum Brands Holdings Inc,가정용품,532040
CMD,Cantel Medical Corp,헬스케어 장비 및 용품,561010
GRP.U,Granite Real Estate Investment Trust Stapled Securities,주택 및 상업용 리츠,601020
ADNT,Adient PLC,자동차 및 자동차 부품,531010
BMEZ,BlackRock Health Sciences Trust II,다양한 금융서비스,555010
AB,AllianceBernstein Holding LP Unit,투자은행 및 서비스,551020
SWX,Southwest Gas Holdings Inc,천연가스 유틸리티,591020
CNMD,Conmed Corp,헬스케어 장비 및 용품,561010
BOH,Bank of Hawaii Corp,은행,551010
AMN,AMN Healthcare Services Inc,헬스케어 업체 및 서비스,561020
EQC,Equity Commonwealth,주택 및 상업용 리츠,601020
VSH,Vishay Intertechnology Inc,반도체 및 반도체 장비,571010
HI,Hillenbrand Inc,"건설장비 및 대형차, 기차, 배",521020
IBP,Installed Building Products Inc,건설 및 엔지니어링,522010
WNS,WNS (Holdings) Ltd ADR,전문 및 상업 서비스,522030
BRFS,BRF SA ADR,식품 및 담배,541020
ARNC,Arconic Corp (PITTSBURGH),메탈&마이닝,512010
KMT,Kennametal Inc,"건설장비 및 대형차, 기차, 배",521020
AIT,Applied Industrial Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
CNO,CNO Financial Group Inc,보험,553010
ROG,Rogers Corp,반도체 및 반도체 장비,571010
ENR,Energizer Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
OSB,Norbord Inc,종이 및 임산물,513010
NSP,Insperity Inc,전문 및 상업 서비스,522030
TGNA,Tegna Inc,미디어 및 출판,533020
AGI,Alamos Gold Inc Class A,메탈&마이닝,512010
TMHC,Taylor Morrison Home Corp,주택건설,532030
TRN,Trinity Industries Inc,"건설장비 및 대형차, 기차, 배",521020
NAD,Nuveen Quality Municipal Income Fund,다양한 금융서비스,555010
SXT,Sensient Technologies Corp,화학,511010
KBH,KB Home,주택건설,532030
ABG,Asbury Automotive Group Inc,전문품 상점,534030
BXS,BancorpSouth Bank,은행,551010
SOGO,Sogou Inc ADR,소프트웨어 및 IT서비스,572010
LTHM,Livent Corp,화학,511010
AGO,Assured Guaranty Ltd,보험,553010
SR,Spire Inc,천연가스 유틸리티,591020
FN,Fabrinet,전자 장비 및 부품,571040
CWK,Cushman & Wakefield PLC,부동산 운영 관리,601010
WTM,White Mountains Insurance Group Ltd,보험,553010
APG,APi Group Corp,건설 및 엔지니어링,522010
DNP,DNP Select Income Fund Inc,다양한 금융서비스,555010
ASB,Associated Banc-Corp,은행,551010
SIX,Six Flags Entertainment Corp,호텔 및 엔터테인먼트,533010
GATX,GATX Corp,은행,551010
BMI,Badger Meter Inc,"건설장비 및 대형차, 기차, 배",521020
HL,Hecla Mining Co,메탈&마이닝,512010
EAF,GrafTech International Ltd,메탈&마이닝,512010
DAO,Youdao Inc ADR,소프트웨어 및 IT서비스,572010
FHI,Federated Hermes Inc Class B,투자은행 및 서비스,551020
ACA,Arcosa Inc,건설 및 엔지니어링,522010
MTH,Meritage Homes Corp,주택건설,532030
BIO.B,Bio Rad Laboratories Inc Class B,헬스케어 장비 및 용품,561010
MDC,MDC Holdings Inc,주택건설,532030
PCI,Pimco Dynamic Credit and Mortgage Income Fund,다양한 금융서비스,555010
GOLF,Acushnet Holdings Corp,레저 상품,532050
CNX,CNX Resources Corp,오일 및 가스,501020
CCU,Compania Cervecerias Unidas SA ADR,음료,541010
NGVT,Ingevity Corp,화학,511010
DAN,Dana Inc,자동차 및 자동차 부품,531010
NOAH,Noah Holdings Ltd ADR,투자은행 및 서비스,551020
NHI,National Health Investors Inc,주택 및 상업용 리츠,601020
AWR,American States Water Co,수도 유틸리티,591030
BIPC,Brookfield Infrastructure Corp Class A,천연가스 유틸리티,591020
HP,Helmerich and Payne Inc,오일 및 가스 장비 및 서비스,501030
CIG,Companhia Energetica de Minas Gerais CEMIG ADR,전기 유틸리티,591010
HRB,H & R Block Inc,"개인, 가정 용품 및 서비스",542010
OFC,Corporate Office Properties Trust,주택 및 상업용 리츠,601020
WOR,Worthington Industries Inc,메탈&마이닝,512010
GDOT,Green Dot Corp Class A,은행,551010
PJT,PJT Partners Inc Class A,투자은행 및 서비스,551020
WRI,Weingarten Realty Investors,주택 및 상업용 리츠,601020
FLR,Fluor Corp,건설 및 엔지니어링,522010
BFT,Foley Trasimene Acquisition II Corp Class A,기타 금융업,556010
APLE,Apple Hospitality REIT Inc,주택 및 상업용 리츠,601020
FSKR,FS KKR Capital Corp II,다양한 금융서비스,555010
TARO,Taro Pharmaceutical Industries Ltd,제약,562010
MATX,Matson Inc,화물 및 물류 서비스,524050
MCY,Mercury General Corp,보험,553010
NUS,NU Skin Enterprises Inc Class A,"개인, 가정 용품 및 서비스",542010
ATCO,Atlas Corp (Canada),화물 및 물류 서비스,524050
BOX,Box Inc Class A,소프트웨어 및 IT서비스,572010
CWH,Camping World Holdings Inc Class A,전문품 상점,534030
CUK,Carnival PLC ADR,호텔 및 엔터테인먼트,533010
MAXR,Maxar Technologies Inc,커뮤니케이션 및 네트워킹,571020
LXP,Lexington Realty Trust,주택 및 상업용 리츠,601020
WD,Walker & Dunlop Inc,은행,551010
EVTC,Evertec Inc,전문 및 상업 서비스,522030
BSTZ,Blackrock Science and Technology Trust II,다양한 금융서비스,555010
ESE,ESCO Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
JKS,JinkoSolar Holding Co Ltd ADR,재생에너지,502010
BVN,Compania de Minas Buenaventura SAA ADR,메탈&마이닝,512010
ALLY PR A,GMAC Capital Trust I PRF,다양한 금융서비스,555010
PHR,Phreesia Inc,소프트웨어 및 IT서비스,572010
XL,XL Fleet Corp Class A,자동차 및 자동차 부품,531010
AEL,American Equity Investment Life Holding Co,보험,553010
B,Barnes Group Inc,"건설장비 및 대형차, 기차, 배",521020
ABM,ABM Industries Inc,전문 및 상업 서비스,522030
DY,Dycom Industries Inc,건설 및 엔지니어링,522010
GHC,Graham Holdings Co Class B,"개인, 가정 용품 및 서비스",542010
GPI,Group 1 Automotive Inc,전문품 상점,534030
AG,First Majestic Silver Corp,메탈&마이닝,512010
FUL,HB Fuller Co,화학,511010
EPR,EPR Properties,주택 및 상업용 리츠,601020
SCL,Stepan Co,화학,511010
RMO,Romeo Power Inc Class A,자동차 및 자동차 부품,531010
NNI,Nelnet Inc Class A,전문 및 상업 서비스,522030
ONTO,Onto Innovation Inc,반도체 및 반도체 장비,571010
GME,GameStop Corp Class A,전문품 상점,534030
MXL,Maxlinear Inc,반도체 및 반도체 장비,571010
AMRC,Ameresco Inc Class A,재생에너지,502010
CBT,Cabot Corp,화학,511010
TDC,Teradata Corp,소프트웨어 및 IT서비스,572010
EAT,Brinker International Inc,호텔 및 엔터테인먼트,533010
HYLN,Hyliion Holdings Corp Class A,기타 금융업,556010
AVA,Avista Corp,복합 유틸리티,591040
CIXX,CI Financial Corp,투자은행 및 서비스,551020
HGV,Hilton Grand Vacations Inc,호텔 및 엔터테인먼트,533010
JELD,JELD-WEN Holding Inc,주택건설,532030
USM,United States Cellular Corp,통신 서비스,574010
BRC,Brady Corp Class A,전문 및 상업 서비스,522030
OUT,OUTFRONT Media Inc,주택 및 상업용 리츠,601020
PEB,Pebblebrook Hotel Trust,주택 및 상업용 리츠,601020
CWT,California Water Service Group,수도 유틸리티,591030
SSTK,Shutterstock Inc,소프트웨어 및 IT서비스,572010
SUM,Summit Materials Inc Class A,건축 자재,512020
ENBL,Enable Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,다양한 금융서비스,555010
DHR PR A,Danaher Corp PRF,헬스케어 장비 및 용품,561010
MANU,Manchester United PLC Class A,호텔 및 엔터테인먼트,533010
HMY,Harmony Gold Mining Company Ltd ADR,메탈&마이닝,512010
SPXC,SPX Corp,"건설장비 및 대형차, 기차, 배",521020
BNL,Broadstone Net Lease Inc Class A,주택 및 상업용 리츠,601020
NEE PR P,Nextera Energy Inc Unit,전기 유틸리티,591010
OIBR.C,Oi SA em Recuperacao Judicial ADR,통신 서비스,574010
JOE,St. Joe Co,부동산 운영 관리,601010
SAVE,Spirit Airlines Inc,운송업,524060
PRMW,Primo Water Corp (MISSISSAUGA),음료,541010
CADE,Cadence Bancorp Class A,은행,551010
ITGR,Integer Holdings Corp,헬스케어 장비 및 용품,561010
KFY,Korn Ferry,전문 및 상업 서비스,522030
WWW,Wolverine World Wide Inc,섬유 및 의류,532020
CMC,Commercial Metals Co,메탈&마이닝,512010
TEX,Terex Corp,"건설장비 및 대형차, 기차, 배",521020
HTH,Hilltop Holdings Inc,은행,551010
SWN,Southwestern Energy Co,오일 및 가스,501020
MIC,Macquarie Infrastructure Corp,운송 인프라,524070
KTB,Kontoor Brands Inc,섬유 및 의류,532020
RRC,Range Resources Corp,오일 및 가스,501020
KW,Kennedy-Wilson Holdings Inc,부동산 운영 관리,601010
C PR N,Citigroup Capital XIII PRF,다양한 금융서비스,555010
ELY,Callaway Golf Co,레저 상품,532050
VNE,Veoneer Inc,자동차 및 자동차 부품,531010
ZYME,Zymeworks Inc,생명과학 및 메디컬 리서치,562020
MED,Medifast Inc,식품 및 담배,541020
ADCT,ADC Therapeutics SA,생명과학 및 메디컬 리서치,562020
BFT.U,Foley Trasimene Acquisition II Corp,기타 금융업,556010
NSA,National Storage Affiliates Trust,주택 및 상업용 리츠,601020
RCUS,Arcus Biosciences Inc,제약,562010
AIN,Albany International Corp Class A,"건설장비 및 대형차, 기차, 배",521020
UTF,Cohen & Steers Infrastructure Fund Inc,다양한 금융서비스,555010
SUN,Sunoco LP Unit,오일 및 가스,501020
RVLV,Revolve Group Inc Class A,다양한 소매업,534020
KOF,Coca-Cola Femsa SAB de CV ADR,음료,541010
TRQ,Turquoise Hill Resources Ltd,메탈&마이닝,512010
YALA,Yalla Group Ltd ADR,소프트웨어 및 IT서비스,572010
AX,Axos Financial Inc,은행,551010
CWEN.A,Clearway Energy Inc Class A,전기 유틸리티,591010
KAR,KAR Auction Services Inc,전문품 상점,534030
MOG.A,Moog Inc Class A,우주항공 및 국방,521010
PING,Ping Identity Holding Corp,소프트웨어 및 IT서비스,572010
SHO,Sunstone Hotel Investors Inc,주택 및 상업용 리츠,601020
AZUL,Azul SA ADR,운송업,524060
RLJ,RLJ Lodging Trust,주택 및 상업용 리츠,601020
CIM,Chimera Investment Corp,주택 및 상업용 리츠,601020
AVAL,Grupo Aval Acciones y Valores SA ADR,은행,551010
FUBO,Fubotv Inc,소프트웨어 및 IT서비스,572010
SEAS,SeaWorld Entertainment Inc,호텔 및 엔터테인먼트,533010
FLOW,SPX FLOW Inc,"건설장비 및 대형차, 기차, 배",521020
DHR PR B,Danaher Corp PRF,헬스케어 장비 및 용품,561010
ZNH,China Southern Airlines Co Ltd ADR,운송업,524060
MUR,Murphy Oil Corp,오일 및 가스,501020
TAC,TransAlta Corp,전기 유틸리티,591010
FUN,Cedar Fair LP Unit,호텔 및 엔터테인먼트,533010
DNMR,Danimer Scientific Inc Class A,용기 및 포장,513020
CLNY,Colony Capital Inc Class A,주택 및 상업용 리츠,601020
DOOR,Masonite International Corp,주택건설,532030
YELP,Yelp Inc,소프트웨어 및 IT서비스,572010
ATI,Allegheny Technologies Inc,우주항공 및 국방,521010
MSGE,Madison Square Garden Entertainment Corp Class A,호텔 및 엔터테인먼트,533010
FBC,Flagstar Bancorp Inc,은행,551010
ATKR,Atkore International Group Inc,"건설장비 및 대형차, 기차, 배",521020
AZRE,Azure Power Global Ltd,전기 유틸리티,591010
AVNS,Avanos Medical Inc,헬스케어 장비 및 용품,561010
MTX,Minerals Technologies Inc,화학,511010
NUV,Nuveen Municipal Value Fund Inc,다양한 금융서비스,555010
NZF,Nuveen Municipal Credit Income Fund,다양한 금융서비스,555010
MAC,Macerich Co,주택 및 상업용 리츠,601020
LEN.B,Lennar Corp Class B,주택건설,532030
SJI,South Jersey Industries Inc,천연가스 유틸리티,591020
FBP,First Bancorp,은행,551010
JW.A,John Wiley & Sons Inc Class A,전문 및 상업 서비스,522030
MGY,Magnolia Oil & Gas Corp Class A,오일 및 가스,501020
MAX,MediaAlpha Inc Class A,소프트웨어 및 IT서비스,572010
CNK,Cinemark Holdings Inc,호텔 및 엔터테인먼트,533010
TPH,TRI Pointe Group Inc,주택건설,532030
MLI,Mueller Industries Inc,"건설장비 및 대형차, 기차, 배",521020
WGO,Winnebago Industries Inc,레저 상품,532050
TCP,TC PipeLines LP Unit,오일 및 가스 장비 및 서비스,501030
WHD,Cactus Inc Class A,오일 및 가스 장비 및 서비스,501030
BCAT,BlackRock Capital Allocation Trust,다양한 금융서비스,555010
THS,TreeHouse Foods Inc,식품 및 담배,541020
CDE,Coeur Mining Inc,메탈&마이닝,512010
CEA,China Eastern Airlines Corp Ltd ADR,운송업,524060
SIG,Signet Jewelers Ltd,전문품 상점,534030
SITC,Site Centers Corp,주택 및 상업용 리츠,601020
TROX,Tronox Holdings PLC,화학,511010
FSK,FS KKR Capital Corp,다양한 금융서비스,555010
TSE,Trinseo SA,화학,511010
IPOF,Social Capital Hedosophia Holdings Corp VI Class A,기타 금융업,556010
EPRT,Essential Properties Realty Trust Inc,주택 및 상업용 리츠,601020
RIG,Transocean Ltd,오일 및 가스 장비 및 서비스,501030
NEE PR Q,Nextera Energy Inc,전기 유틸리티,591010
CMP,Compass Minerals International Inc,화학,511010
NAC,Nuveen California Quality Municipal Income Fund,다양한 금융서비스,555010
MAIN,Main Street Capital Corp,은행,551010
TDS,Telephone and Data Systems Inc,통신 서비스,574010
PQG,PQ Group Holdings Inc,화학,511010
ENLC,EnLink Midstream LLC Unit,오일 및 가스 장비 및 서비스,501030
CRC,California Resources Corp,오일 및 가스,501020
INT,World Fuel Services Corp,오일 및 가스,501020
IBA,Industrias Bachoco SAB de CV ADR,식품 및 담배,541020
CUB,Cubic Corp,우주항공 및 국방,521010
EGO,Eldorado Gold Corp,메탈&마이닝,512010
CTB,Cooper Tire & Rubber Co,자동차 및 자동차 부품,531010
FSS,Federal Signal Corp,"건설장비 및 대형차, 기차, 배",521020
GB,Global Blue Group Holding Ltd,핀테크,573010
YEXT,Yext Inc,소프트웨어 및 IT서비스,572010
LAC,Lithium Americas Corp,메탈&마이닝,512010
LZB,La-Z-Boy Inc,가정용품,532040
PRO,Pros Holdings Inc,소프트웨어 및 IT서비스,572010
MD,MEDNAX Inc,헬스케어 업체 및 서비스,561020
JPM PR C,JPMorgan Chase & Co ADR,은행,551010
HRI,Herc Holdings Inc,전문 및 상업 서비스,522030
OR,Osisko Gold Royalties Ltd,메탈&마이닝,512010
FCPT,Four Corners Property Trust Inc,주택 및 상업용 리츠,601020
OI,O-I Glass Inc,용기 및 포장,513020
MWA,Mueller Water Products Inc Series A,"건설장비 및 대형차, 기차, 배",521020
PDM,Piedmont Office Realty Trust Inc Class A,주택 및 상업용 리츠,601020
CALX,Calix Inc,커뮤니케이션 및 네트워킹,571020
BDN,Brandywine Realty Trust,주택 및 상업용 리츠,601020
GDV,Gabelli Dividend & Income Trust,다양한 금융서비스,555010
FTAI,Fortress Transportation and Infrastructure Investors LLC,은행,551010
CSTM,Constellium SE Class A,메탈&마이닝,512010
PVG,Pretium Resources Inc,메탈&마이닝,512010
WBT,Welbilt Inc,"건설장비 및 대형차, 기차, 배",521020
FIX,Comfort Systems USA Inc,건설 및 엔지니어링,522010
OMI,Owens & Minor Inc,헬스케어 장비 및 용품,561010
PGRE,Paramount Group Inc,주택 및 상업용 리츠,601020
RPAI,Retail Properties of America Inc Class A,주택 및 상업용 리츠,601020
ATGE,Adtalem Global Education Inc,교육서비스,631010
EURN,Euronav NV,오일 및 가스 장비 및 서비스,501030
AR,Antero Resources Corp,오일 및 가스,501020
MTOR,Meritor Inc,자동차 및 자동차 부품,531010
SAH,Sonic Automotive Inc Class A,전문품 상점,534030
BCC,Boise Cascade Co,종이 및 임산물,513010
MFGP,Micro Focus International PLC ADR,소프트웨어 및 IT서비스,572010
MYOV,Myovant Sciences Ltd,생명과학 및 메디컬 리서치,562020
BIG,Big Lots Inc,다양한 소매업,534020
APTV PR A,Aptiv PLC Convertible Preference Shares Series A,자동차 및 자동차 부품,531010
BDC,Belden Inc,커뮤니케이션 및 네트워킹,571020
BDXB,Becton Dickinson and Co ADR,헬스케어 장비 및 용품,561010
MTDR,Matador Resources Co,오일 및 가스,501020
SJW,SJW Group,수도 유틸리티,591030
IPOE,Social Capital Hedosophia Holdings Corp. V Class A,기타 금융업,556010
RF PR A,Regions Financial Corp ADR,은행,551010
BUR,Burford Capital Ltd,투자은행 및 서비스,551020
ADX,Adams Diversified Equity Fund Inc,다양한 금융서비스,555010
PTY,Pimco Corporate & Income Opportunity Fund,다양한 금융서비스,555010
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,다양한 금융서비스,555010
PBH,Prestige Consumer Healthcare Inc,제약,562010
FIT,Fitbit Inc Class A,"컴퓨터, 전화 및 가전제품",571060
XHR,Xenia Hotels & Resorts Inc,주택 및 상업용 리츠,601020
AVTR PR A,Avantor Inc Convertible Preference Shares Series A,헬스케어 장비 및 용품,561010
VGR,Vector Group Ltd,식품 및 담배,541020
JPS,Nuveen Preferred & Income Securities Fund,다양한 금융서비스,555010
GSBD,Goldman Sachs BDC Inc,은행,551010
PCGU,PG&E Corp Unit,전기 유틸리티,591010
EPC,Edgewell Personal Care Co,"개인, 가정 용품 및 서비스",542010
