Symbol,Name,Industry,IndustryCode
AI,C3Ai Inc Class A,소프트웨어 및 IT서비스,572010
MOH,Molina Healthcare Inc,헬스케어 업체 및 서비스,561020
CVE,Cenovus Energy Inc,오일 및 가스,501020
SNP,China Petroleum & Chemical Corp ADR,오일 및 가스,501020
L,Loews Corp,보험,553010
OSH,Oak Street Health Inc,헬스케어 업체 및 서비스,561020
BRO,Brown & Brown Inc,보험,553010
CHGG,Chegg Inc,전문 및 상업 서비스,522030
CCK,Crown Holdings Inc,용기 및 포장,513020
JHX,James Hardie Industries PLC ADR,건축 자재,512020
SJM,J M Smucker Co,식품 및 담배,541020
IFF,International Flavors & Fragrances Inc,식품 및 담배,541020
LN,Line Corp ADR,소프트웨어 및 IT서비스,572010
BAH,Booz Allen Hamilton Holding Corp Class A,소프트웨어 및 IT서비스,572010
TEVA,Teva Pharmaceutical Industries Ltd ADR,제약,562010
BEP,Brookfield Renewable Partners LP Unit,전기 유틸리티,591010
GGG,Graco Inc,"건설장비 및 대형차, 기차, 배",521020
LB,L Brands Inc,전문품 상점,534030
SMG,Scotts Miracle-Gro Co,화학,511010
LUMN,Centurylink Inc,통신 서비스,574010
NI PR B,NiSource Inc ADR,복합 유틸리티,591040
FBHS,Fortune Brands Home & Security Inc,주택건설,532030
EQH,Equitable Holdings Inc,투자은행 및 서비스,551020
HWM,Howmet Aerospace Inc,우주항공 및 국방,521010
WRK,Westrock Co,용기 및 포장,513020
ENIA,Enel Americas SA ADR,전기 유틸리티,591010
QGEN,Qiagen NV,생명과학 및 메디컬 리서치,562020
FDS,Factset Research Systems Inc,전문 및 상업 서비스,522030
MPW,Medical Properties Trust Inc,주택 및 상업용 리츠,601020
IHG,InterContinental Hotels Group PLC ADR,호텔 및 엔터테인먼트,533010
EVRG,Evergy Inc,전기 유틸리티,591010
WHR,Whirlpool Corp,가정용품,532040
DT,Dynatrace Inc,소프트웨어 및 IT서비스,572010
RDY,Dr.Reddy's Laboratories Ltd ADR,제약,562010
CABO,Cable One Inc,통신 서비스,574010
ARES,Ares Management Corp Class A,투자은행 및 서비스,551020
WRB,W. R. Berkley Corp,보험,553010
BF.A,Brown-Forman Corp Class A,음료,541010
WPC,WP Carey Inc,주택 및 상업용 리츠,601020
MTN,Vail Resorts Inc,호텔 및 엔터테인먼트,533010
ATHM,Autohome Inc ADR,미디어 및 출판,533020
NLY,Annaly Capital Management Inc,주택 및 상업용 리츠,601020
FNF,Fidelity National Financial Inc,보험,553010
TXT,Textron Inc,우주항공 및 국방,521010
AAP,Advance Auto Parts Inc,전문품 상점,534030
LW,Lamb Weston Holdings Inc,식품 및 담배,541020
UDR,UDR Inc,주택 및 상업용 리츠,601020
PHM,Pultegroup Inc,주택건설,532030
CNP,CenterPoint Energy Inc,복합 유틸리티,591040
UHS,Universal Health Services Inc Class B,헬스케어 업체 및 서비스,561020
BCH,Banco de Chile ADR,은행,551010
RPM,RPM International Inc,화학,511010
WTRG,Essential Utilities Inc,수도 유틸리티,591030
SAM,Boston Beer Company Inc Class A,음료,541010
WLK,Westlake Chemical Corp,화학,511010
SBSW,Sibanye Stillwater Ltd ADR,메탈&마이닝,512010
KL,Kirkland Lake Gold Ltd,메탈&마이닝,512010
ATO,Atmos Energy Corp,천연가스 유틸리티,591020
XPO,XPO Logistics Inc,화물 및 물류 서비스,524050
MOS,Mosaic Co,화학,511010
FND,Floor & Decor Holdings Inc Class A,전문품 상점,534030
LII,Lennox International Inc,"건설장비 및 대형차, 기차, 배",521020
CNA,CNA Financial Corp,보험,553010
ELS,Equity LifeStyle Properties Inc,주택 및 상업용 리츠,601020
DNB,Dun & Bradstreet Holdings Inc,전문 및 상업 서비스,522030
MHK,Mohawk Industries Inc,가정용품,532040
DAR,Darling Ingredients Inc,식품 및 담배,541020
TTC,Toro Co,"건설장비 및 대형차, 기차, 배",521020
PWR,Quanta Services Inc,건설 및 엔지니어링,522010
TAP,Molson Coors Beverage Co Class B,음료,541010
ALLE,Allegion PLC,커뮤니케이션 및 네트워킹,571020
TREX,Trex Company Inc,주택건설,532030
RH,RH,전문품 상점,534030
GWRE,Guidewire Software Inc,소프트웨어 및 IT서비스,572010
BSAC,Banco Santander-Chile ADR,은행,551010
BILL,Bill.com Holdings Inc,소프트웨어 및 IT서비스,572010
TTM,Tata Motors Ltd ADR,자동차 및 자동차 부품,531010
VST,Vistra Corp,전기 유틸리티,591010
FSLY,Fastly Inc Class A,소프트웨어 및 IT서비스,572010
TECK,Teck Resources Ltd Class B,메탈&마이닝,512010
MMP,Magellan Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
TS,Tenaris SA ADR,오일 및 가스 장비 및 서비스,501030
LNC,Lincoln National Corp,보험,553010
GL,Globe Life Inc,보험,553010
BG,Bunge Ltd,식품 및 담배,541020
AQN,Algonquin Power & Utilities Corp,복합 유틸리티,591040
PLAN,Anaplan Inc,소프트웨어 및 IT서비스,572010
HEI.A,HEICO Corp Class A,우주항공 및 국방,521010
LEA,Lear Corp,자동차 및 자동차 부품,531010
SID,Companhia Siderurgica Nacional ADR,메탈&마이닝,512010
NRG,NRG Energy Inc,전기 유틸리티,591010
GFL,GFL Environmental Inc,전문 및 상업 서비스,522030
PNR,Pentair PLC,"건설장비 및 대형차, 기차, 배",521020
IPG,Interpublic Group of Companies Inc,미디어 및 출판,533020
CF,CF Industries Holdings Inc,화학,511010
BWA,Borgwarner Inc,자동차 및 자동차 부품,531010
CPT,Camden Property Trust,주택 및 상업용 리츠,601020
SKLZ,Skillz Inc Class A,기타 금융업,556010
WSM,Williams-Sonoma Inc,전문품 상점,534030
AU,AngloGold Ashanti Ltd ADR,메탈&마이닝,512010
DLB,Dolby Laboratories Inc Class A,미디어 및 출판,533020
LMND,Lemonade Inc,보험,553010
FVRR,Fiverr International Ltd,소프트웨어 및 IT서비스,572010
TPR,Tapestry Inc,전문품 상점,534030
NVTA,Invitae Corp,생명과학 및 메디컬 리서치,562020
BFAM,Bright Horizons Family Solutions Inc,"개인, 가정 용품 및 서비스",542010
RE,Everest Re Group Ltd,보험,553010
BHC,Bausch Health Companies Inc,제약,562010
CX,Cemex SAB de CV ADR,건축 자재,512020
ARMK,Aramark,호텔 및 엔터테인먼트,533010
WEX,WEX Inc,전문 및 상업 서비스,522030
AMH,American Homes 4 Rent Class A,주택 및 상업용 리츠,601020
IVZ,Invesco Ltd,투자은행 및 서비스,551020
AOS,A. O. Smith Corp,"건설장비 및 대형차, 기차, 배",521020
SNA,Snap-On Inc,"건설장비 및 대형차, 기차, 배",521020
CMA,Comerica Inc,은행,551010
DECK,Deckers Outdoor Corp,섬유 및 의류,532020
KGC,Kinross Gold Corp,메탈&마이닝,512010
MNSO,MINISO Group Holding Ltd ADR,다양한 소매업,534020
OC,Owens Corning,주택건설,532030
ATR,Aptargroup Inc,용기 및 포장,513020
VEDL,Vedanta Ltd ADR,메탈&마이닝,512010
HUBB,Hubbell Inc,"건설장비 및 대형차, 기차, 배",521020
WU,Western Union Co,전문 및 상업 서비스,522030
LSPD,Lightspeed POS Inc,소프트웨어 및 IT서비스,572010
EBR,Centrais Eletricas Brasileiras SA ADR,전기 유틸리티,591010
ST,Sensata Technologies Holding PLC,전자 장비 및 부품,571040
ATH,Athene Holding Ltd Class A,보험,553010
AGCO,AGCO Corp,"건설장비 및 대형차, 기차, 배",521020
OCFT,OneConnect Financial Technology Co Ltd ADR,핀테크,573010
IRM,Iron Mountain Inc,주택 및 상업용 리츠,601020
Y,Alleghany Corp,보험,553010
PNW,Pinnacle West Capital Corp,전기 유틸리티,591010
SCI,Service Corporation International,"개인, 가정 용품 및 서비스",542010
AEG,Aegon NV ADR,보험,553010
LEVI,Levi Strauss & Co Class A,섬유 및 의류,532020
SMAR,Smartsheet Inc Class A,소프트웨어 및 IT서비스,572010
FHN,First Horizon Corp (Tennessee),은행,551010
SJR,Shaw Communications Inc Class B,통신 서비스,574010
LAD,Lithia Motors Inc Class A,전문품 상점,534030
PEN,Penumbra Inc,헬스케어 장비 및 용품,561010
CIEN,Ciena Corp,커뮤니케이션 및 네트워킹,571020
RS,Reliance Steel & Aluminum Co,메탈&마이닝,512010
NI,NiSource Inc,복합 유틸리티,591040
GPS,Gap Inc,전문품 상점,534030
RNR,Renaissancere Holdings Ltd,보험,553010
NCLH,Norwegian Cruise Line Holdings Ltd,호텔 및 엔터테인먼트,533010
CHE,Chemed Corp,헬스케어 업체 및 서비스,561020
EV,Eaton Vance Corp,투자은행 및 서비스,551020
CSL,Carlisle Companies Inc,복합 기업,544010
GLOB,Globant SA,소프트웨어 및 IT서비스,572010
MBT,Mobil'nye Telesistemy PAO ADR,통신 서비스,574010
AYX,Alteryx Inc Class A,소프트웨어 및 IT서비스,572010
NYT,New York Times Co Class A,미디어 및 출판,533020
IAA,IAA Inc,전문품 상점,534030
EHC,Encompass Health Corp,헬스케어 업체 및 서비스,561020
AIZ,Assurant Inc,보험,553010
RL,Ralph Lauren Corp Class A,섬유 및 의류,532020
STOR,STORE Capital Corp,주택 및 상업용 리츠,601020
ACM,AECOM,건설 및 엔지니어링,522010
ACI,Albertsons Companies Inc Class A,식품 및 약품소매,543010
GFI,Gold Fields Ltd ADR,메탈&마이닝,512010
OHI,Omega Healthcare Investors Inc,주택 및 상업용 리츠,601020
NLSN,Nielsen Holdings PLC,미디어 및 출판,533020
JNPR,Juniper Networks Inc,커뮤니케이션 및 네트워킹,571020
USFD,US Foods Holding Corp,식품 및 약품소매,543010
ALV,Autoliv Inc,자동차 및 자동차 부품,531010
ARW,Arrow Electronics Inc,반도체 및 반도체 장비,571010
CAE,CAE Inc,비즈니스교육,631030
RGA,Reinsurance Group of America Inc,보험,553010
VER,VEREIT Inc,주택 및 상업용 리츠,601020
DVN,Devon Energy Corp,오일 및 가스,501020
G,Genpact Ltd,전문 및 상업 서비스,522030
SPCE,Virgin Galactic Holdings Inc Class A,우주항공 및 국방,521010
AFG,American Financial Group Inc,보험,553010
UGI,UGI Corp,천연가스 유틸리티,591020
COG,Cabot Oil & Gas Corp,오일 및 가스,501020
WSO,Watsco Inc,"건설장비 및 대형차, 기차, 배",521020
JLL,Jones Lang LaSalle Inc,부동산 운영 관리,601010
SITE,SiteOne Landscape Supply Inc,식품 및 담배,541020
VOYA,Voya Financial Inc,투자은행 및 서비스,551020
DCI,Donaldson Company Inc,전문 및 상업 서비스,522030
KNX,Knight-Swift Transportation Holdings Inc Class A,화물 및 물류 서비스,524050
HEI,HEICO Corp,우주항공 및 국방,521010
RHI,Robert Half International Inc,전문 및 상업 서비스,522030
HST,Host Hotels & Resorts Inc,주택 및 상업용 리츠,601020
DXC,DXC Technology Co,소프트웨어 및 IT서비스,572010
H,Hyatt Hotels Corp Class A,호텔 및 엔터테인먼트,533010
ADT,ADT Inc,커뮤니케이션 및 네트워킹,571020
WAL,Western Alliance Bancorp,은행,551010
VNO,Vornado Realty Trust,주택 및 상업용 리츠,601020
CLF,Cleveland-Cliffs Inc,메탈&마이닝,512010
OMF,OneMain Holdings Inc,은행,551010
SSL,Sasol Ltd ADR,화학,511010
CLR,Continental Resources Inc,오일 및 가스,501020
PVH,PVH Corp,섬유 및 의류,532020
KSS,Kohls Corp,다양한 소매업,534020
BERY,Berry Global Group Inc,용기 및 포장,513020
PTR,PetroChina Co Ltd ADR,오일 및 가스,501020
SC,Santander Consumer USA Holdings Inc,은행,551010
TRGP,Targa Resources Corp,오일 및 가스 장비 및 서비스,501030
PLNT,Planet Fitness Inc Class A,호텔 및 엔터테인먼트,533010
KIM,Kimco Realty Corp,주택 및 상업용 리츠,601020
AXTA,Axalta Coating Systems Ltd,화학,511010
PSXP,Phillips 66 Partners LP Unit,오일 및 가스 장비 및 서비스,501030
ITT,ITT Inc,"건설장비 및 대형차, 기차, 배",521020
WES,Western Midstream Partners LP Unit,오일 및 가스,501020
QTWO,Q2 Holdings Inc,소프트웨어 및 IT서비스,572010
COLD,Americold Realty Trust,주택 및 상업용 리츠,601020
ICL,Icl Group Ltd,화학,511010
BC,Brunswick Corp,레저 상품,532050
PSO,Pearson PLC ADR,미디어 및 출판,533020
GRUB,GrubHub Inc,소프트웨어 및 IT서비스,572010
HII,Huntington Ingalls Industries Inc,우주항공 및 국방,521010
SQM,Sociedad Quimica y Minera de Chile SA ADR,화학,511010
LPL,LG Display Co Ltd ADR,전자 장비 및 부품,571040
TMX,Terminix Global Holdings Inc,전문 및 상업 서비스,522030
SEE,Sealed Air Corp,용기 및 포장,513020
ALK,Alaska Air Group Inc,운송업,524060
MRO,Marathon Oil Corp,오일 및 가스,501020
JBL,Jabil Inc,전자 장비 및 부품,571040
PFGC,Performance Food Group Co,식품 및 약품소매,543010
NNN,National Retail Properties Inc,주택 및 상업용 리츠,601020
RBA,Ritchie Bros. Auctioneers Inc,전문 및 상업 서비스,522030
HRC,Hill-Rom Holdings Inc,헬스케어 장비 및 용품,561010
KRC,Kilroy Realty Corp,주택 및 상업용 리츠,601020
YETI,Yeti Holdings Inc,레저 상품,532050
AMWL,American Well Corp Class A,소프트웨어 및 IT서비스,572010
JEF,Jefferies Financial Group Inc,투자은행 및 서비스,551020
WF,Woori Financial Group Inc ADR,은행,551010
BLD,TopBuild Corp,건설 및 엔지니어링,522010
AN,AutoNation Inc,전문품 상점,534030
PHI,PLDT Inc ADR,통신 서비스,574010
TPL,Texas Pacific Land Corp,,
HLF,Herbalife Nutrition Ltd,식품 및 담배,541020
CUBE,CubeSmart,주택 및 상업용 리츠,601020
PII,Polaris Inc,레저 상품,532050
CPRI,Capri Holdings Ltd,전문품 상점,534030
FRT,Federal Realty Investment Trust,주택 및 상업용 리츠,601020
HAE,Haemonetics Corp,헬스케어 장비 및 용품,561010
TIMB,Tim SA ADR,통신 서비스,574010
POST,Post Holdings Inc,식품 및 담배,541020
PB,Prosperity Bancshares Inc,은행,551010
OSK,Oshkosh Corp,"건설장비 및 대형차, 기차, 배",521020
BE,Bloom Energy Corp Class A,"건설장비 및 대형차, 기차, 배",521020
TKR,Timken Co,"건설장비 및 대형차, 기차, 배",521020
GMED,Globus Medical Inc Class A,헬스케어 장비 및 용품,561010
WMS,Advanced Drainage Systems Inc,주택건설,532030
AZEK,Azek Company Inc Class A,주택건설,532030
JHG,Janus Henderson Group PLC,투자은행 및 서비스,551020
PSTG,Pure Storage Inc Class A,"컴퓨터, 전화 및 가전제품",571060
HESM,Hess Midstream Operations LP Class A,오일 및 가스 장비 및 서비스,501030
ORA,Ormat Technologies Inc,전기 유틸리티,591010
HOG,Harley-Davidson Inc,자동차 및 자동차 부품,531010
HUN,Huntsman Corp,화학,511010
TX,Ternium SA ADR,메탈&마이닝,512010
CFR,Cullen/Frost Bankers Inc,은행,551010
HTA,Healthcare Trust Of America Inc Class A,주택 및 상업용 리츠,601020
VRT,Vertiv Holdings Co Class A,"건설장비 및 대형차, 기차, 배",521020
MSA,MSA Safety Inc,전문 및 상업 서비스,522030
OGE,OGE Energy Corp,전기 유틸리티,591010
CACI,CACI International Inc Class A,소프트웨어 및 IT서비스,572010
PRGO,Perrigo Company PLC,제약,562010
REXR,Rexford Industrial Realty Inc,주택 및 상업용 리츠,601020
NVRO,Nevro Corp,헬스케어 장비 및 용품,561010
SON,Sonoco Products Co,용기 및 포장,513020
VNT,Vontier Corp,"건설장비 및 대형차, 기차, 배",521020
NOV,Nov Inc,오일 및 가스 장비 및 서비스,501030
CHH,Choice Hotels International Inc,호텔 및 엔터테인먼트,533010
AER,AerCap Holdings NV,전문 및 상업 서비스,522030
GGB,Gerdau SA ADR,메탈&마이닝,512010
MTZ,MasTec Inc,건설 및 엔지니어링,522010
DKS,Dick's Sporting Goods Inc,전문품 상점,534030
JWN,Nordstrom Inc,다양한 소매업,534020
NEP,Nextera Energy Partners LP Unit,전기 유틸리티,591010
PSTH,Pershing Square Tontine Holdings Ltd Class A,기타 금융업,556010
ACC,American Campus Communities Inc,주택 및 상업용 리츠,601020
FOUR,Shift4 Payments Inc Class A,전문 및 상업 서비스,522030
ASAN,Asana Inc Class A,소프트웨어 및 IT서비스,572010
TPX,Tempur Sealy International Inc,가정용품,532040
MDLA,Medallia Inc,소프트웨어 및 IT서비스,572010
SKX,Skechers USA Inc Class A,섬유 및 의류,532020
FAF,First American Financial Corp,보험,553010
ENIC,Enel Chile SA ADR,전기 유틸리티,591010
LSI,Life Storage Inc,주택 및 상업용 리츠,601020
BWXT,BWX Technologies Inc,우주항공 및 국방,521010
LEG,Leggett & Platt Inc,가정용품,532040
THO,Thor Industries Inc,레저 상품,532050
WH,Wyndham Hotels & Resorts Inc,호텔 및 엔터테인먼트,533010
CLGX,Corelogic Inc,전문 및 상업 서비스,522030
WFC PR L,Wells Fargo & Co PRF,은행,551010
VAC,Marriott Vacations Worldwide Corp,호텔 및 엔터테인먼트,533010
BBU,Brookfield Business Partners LP Unit,건설 및 엔지니어링,522010
SNV,Synovus Financial Corp,은행,551010
AIRC,Apartment Income REIT Corp,주택 및 상업용 리츠,601020
ORI,Old Republic International Corp,보험,553010
INSP,Inspire Medical Systems Inc,헬스케어 장비 및 용품,561010
SAIC,Science Applications International Corp,소프트웨어 및 IT서비스,572010
RAMP,Liveramp Holdings Inc,소프트웨어 및 IT서비스,572010
NVST,Envista Holdings Corp,헬스케어 장비 및 용품,561010
EBS,Emergent BioSolutions Inc,제약,562010
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP ADR,수도 유틸리티,591030
MDU,MDU Resources Group Inc,복합 유틸리티,591040
TNET,TriNet Group Inc,전문 및 상업 서비스,522030
FTI,TechnipFMC PLC,오일 및 가스 장비 및 서비스,501030
EVR,Evercore Inc Class A,투자은행 및 서비스,551020
RBC,Regal Beloit Corp,"건설장비 및 대형차, 기차, 배",521020
TOL,Toll Brothers Inc,주택건설,532030
BJ,BJ's Wholesale Club Holdings Inc,다양한 소매업,534020
GIL,Gildan Activewear Inc,섬유 및 의류,532020
BYD,Boyd Gaming Corp,호텔 및 엔터테인먼트,533010
HBI,HanesBrands Inc,섬유 및 의류,532020
BHVN,Biohaven Pharmaceutical Holding Company Ltd,생명과학 및 메디컬 리서치,562020
COTY,Coty Inc Class A,"개인, 가정 용품 및 서비스",542010
CCJ,Cameco Corp,우라늄,503010
MAN,ManpowerGroup Inc,전문 및 상업 서비스,522030
ESNT,Essent Group Ltd,보험,553010
EME,EMCOR Group Inc,건설 및 엔지니어링,522010
RXN,Rexnord Corp,"건설장비 및 대형차, 기차, 배",521020
STWD,Starwood Property Trust Inc,주택 및 상업용 리츠,601020
PRI,Primerica Inc,보험,553010
EGP,Eastgroup Properties Inc,주택 및 상업용 리츠,601020
PAC,Grupo Aeroportuario del Pacifico SAB de CV ADR,운송 인프라,524070
SF,Stifel Financial Corp,투자은행 및 서비스,551020
FR,First Industrial Realty Trust Inc,주택 및 상업용 리츠,601020
KT,KT Corp ADR,통신 서비스,574010
DM,Desktop Metal Inc Class A,전자 장비 및 부품,571040
INGR,Ingredion Inc,식품 및 담배,541020
LAZ,Lazard Ltd Class A,투자은행 및 서비스,551020
HUYA,HUYA Inc ADR,소프트웨어 및 IT서비스,572010
ELC,Entergy Louisiana LLC PRF,전기 유틸리티,591010
